"","X.1","X","prod_name","pantry","refrigerator","freezer","splitlen","status","new_prod","raw_prod","pantry_times","pantry_num","pantry_min","pantry_max","pantry_mult","pantry_mindays","pantry_maxdays","refrigerator_times","refrigerator_num","refrigerator_min","refrigerator_max","refrigerator_mult","refrigerator_mindays","refrigerator_maxdays","freezer_times","freezer_num","freezer_min","freezer_max","freezer_mult","freezer_mindays","freezer_maxdays","new_status","new_status_2"
"1460",1460,"http://www.stilltasty.com/searchitems/index/282.href"," PEANUTS, COMMERCIALLY CANNED OR BOTTLED — OPENED","1 month","4-6 months","9-12 months",2,"OPENED"," PEANUTS, COMMERCIALLY CANNED OR BOTTLED"," PEANUTS","month","1",1,1,30,30,30,"months","4-6",4,6,30,120,180,"months","9-12",9,12,30,270,360,"OPENED","OPENED"
"1461",1461,"http://www.stilltasty.com/searchitems/index/282.href"," PEANUTS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","18-24 months",NA,NA,2,"UNOPENED"," PEANUTS, COMMERCIALLY CANNED OR BOTTLED"," PEANUTS","months","18-24",18,24,30,540,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"1462",1462,"http://www.stilltasty.com/searchitems/index/282.href"," PECANS, COMMERCIALLY BAGGED OR PURCHASED IN BULK — IN THE SHELL","2-4 weeks","12 months","2 years",2,"IN THE SHELL"," PECANS, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," PECANS","weeks","2-4",2,4,7,14,28,"months","12",12,12,30,360,360,"years","2",2,2,365,730,730,"IN THE SHELL",NA
"1463",1463,"http://www.stilltasty.com/searchitems/index/282.href"," PECANS, COMMERCIALLY BAGGED OR PURCHASED IN BULK — OUT OF THE SHELL","2-4 weeks","9 months","2 years",2,"OUT OF THE SHELL"," PECANS, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," PECANS","weeks","2-4",2,4,7,14,28,"months","9",9,9,30,270,270,"years","2",2,2,365,730,730,"OUT OF THE SHELL",NA
"1464",1464,"http://www.stilltasty.com/searchitems/index/282.href"," PINE NUTS (PIGNOLI), COMMERCIALLY BAGGED OR PURCHASED IN BULK — OUT OF THE SHELL",NA,"1-2 months","3-6 months",2,"OUT OF THE SHELL"," PINE NUTS (PIGNOLI), COMMERCIALLY BAGGED OR PURCHASED IN BULK"," PINE NUTS (PIGNOLI)",NA,NA,NA,NA,NA,NA,NA,"months","1-2",1,2,30,30,60,"months","3-6",3,6,30,90,180,"OUT OF THE SHELL",NA
"1465",1465,"http://www.stilltasty.com/searchitems/index/282.href"," PINTO BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","1-2 months",2,"OPENED"," PINTO BEANS, COMMERCIALLY CANNED OR BOTTLED"," PINTO BEANS",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"1466",1466,"http://www.stilltasty.com/searchitems/index/282.href"," PINTO BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," PINTO BEANS, COMMERCIALLY CANNED OR BOTTLED"," PINTO BEANS","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"1467",1467,"http://www.stilltasty.com/searchitems/index/282.href"," PINTO BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"5-7 days","6 months",2,"COOKED AT HOME"," PINTO BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," PINTO BEANS",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","6",6,6,30,180,180,"COOKED AT HOME","COOKED"
"1468",1468,"http://www.stilltasty.com/searchitems/index/282.href"," PINTO BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,2,"UNCOOKED"," PINTO BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," PINTO BEANS","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
"1469",1469,"http://www.stilltasty.com/searchitems/index/282.href"," PISTACHIOS, COMMERCIALLY BAGGED OR PURCHASED IN BULK — IN THE SHELL OR OUT OF THE SHELL",NA,"3 months","12 months",2,"IN THE SHELL OR OUT OF THE SHELL"," PISTACHIOS, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," PISTACHIOS",NA,NA,NA,NA,NA,NA,NA,"months","3",3,3,30,90,90,"months","12",12,12,30,360,360,"IN THE SHELL OR OUT OF THE SHELL",NA
"1470",1470,"http://www.stilltasty.com/searchitems/index/282.href"," PUMPKIN SEEDS, COMMERCIALLY BAGGED OR PURCHASED IN BULK — IN THE SHELL OR OUT OF THE SHELL","2-3 months","12 months","12 months",2,"IN THE SHELL OR OUT OF THE SHELL"," PUMPKIN SEEDS, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," PUMPKIN SEEDS","months","2-3",2,3,30,60,90,"months","12",12,12,30,360,360,"months","12",12,12,30,360,360,"IN THE SHELL OR OUT OF THE SHELL",NA
"1471",1471,"http://www.stilltasty.com/searchitems/index/282.href"," REFRIED BEANS, COMMERCIALLY CANNED — OPENED",NA,"3-4 days","1-2 months",2,"OPENED"," REFRIED BEANS, COMMERCIALLY CANNED"," REFRIED BEANS",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"1472",1472,"http://www.stilltasty.com/searchitems/index/282.href"," REFRIED BEANS, COMMERCIALLY CANNED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," REFRIED BEANS, COMMERCIALLY CANNED"," REFRIED BEANS","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"1473",1473,"http://www.stilltasty.com/searchitems/index/282.href"," ROMAN BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","1-2 months",2,"OPENED"," ROMAN BEANS, COMMERCIALLY CANNED OR BOTTLED"," ROMAN BEANS",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"1474",1474,"http://www.stilltasty.com/searchitems/index/282.href"," ROMAN BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," ROMAN BEANS, COMMERCIALLY CANNED OR BOTTLED"," ROMAN BEANS","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"1475",1475,"http://www.stilltasty.com/searchitems/index/282.href"," ROMAN BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"5-7 days","6 months",2,"COOKED AT HOME"," ROMAN BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," ROMAN BEANS",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","6",6,6,30,180,180,"COOKED AT HOME","COOKED"
"1476",1476,"http://www.stilltasty.com/searchitems/index/282.href"," ROMAN BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,2,"UNCOOKED"," ROMAN BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," ROMAN BEANS","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
"1477",1477,"http://www.stilltasty.com/searchitems/index/282.href"," SOYBEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"5-7 days","6 months",2,"COOKED AT HOME"," SOYBEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," SOYBEANS",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","6",6,6,30,180,180,"COOKED AT HOME","COOKED"
"1478",1478,"http://www.stilltasty.com/searchitems/index/282.href"," SOYBEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,2,"UNCOOKED"," SOYBEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," SOYBEANS","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
"1479",1479,"http://www.stilltasty.com/searchitems/index/283.href"," SPLIT PEA SOUP — HOMEMADE",NA,"3-4 days","4-6 months",2,"HOMEMADE"," SPLIT PEA SOUP"," SPLIT PEA SOUP",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","4-6",4,6,30,120,180,"HOMEMADE",NA
"1480",1480,"http://www.stilltasty.com/searchitems/index/283.href"," SPLIT PEA SOUP, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","4-6 months",2,"OPENED"," SPLIT PEA SOUP, COMMERCIALLY CANNED OR BOTTLED"," SPLIT PEA SOUP",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","4-6",4,6,30,120,180,"OPENED","OPENED"
"1481",1481,"http://www.stilltasty.com/searchitems/index/283.href"," SPLIT PEA SOUP, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," SPLIT PEA SOUP, COMMERCIALLY CANNED OR BOTTLED"," SPLIT PEA SOUP","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"1482",1482,"http://www.stilltasty.com/searchitems/index/283.href"," SPLIT PEAS, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","1-2 months",2,"OPENED"," SPLIT PEAS, COMMERCIALLY CANNED OR BOTTLED"," SPLIT PEAS",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"1483",1483,"http://www.stilltasty.com/searchitems/index/283.href"," SPLIT PEAS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," SPLIT PEAS, COMMERCIALLY CANNED OR BOTTLED"," SPLIT PEAS","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"1484",1484,"http://www.stilltasty.com/searchitems/index/283.href"," SPLIT PEAS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"5-7 days","6 months",2,"COOKED AT HOME"," SPLIT PEAS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," SPLIT PEAS",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","6",6,6,30,180,180,"COOKED AT HOME","COOKED"
"1485",1485,"http://www.stilltasty.com/searchitems/index/283.href"," SPLIT PEAS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,2,"UNCOOKED"," SPLIT PEAS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," SPLIT PEAS","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
"1486",1486,"http://www.stilltasty.com/searchitems/index/283.href"," SUNFLOWER SEEDS, COMMERCIALLY BAGGED OR PURCHASED IN BULK — IN THE SHELL OR OUT OF THE SHELL","2-3 months","12 months","12 months",2,"IN THE SHELL OR OUT OF THE SHELL"," SUNFLOWER SEEDS, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," SUNFLOWER SEEDS","months","2-3",2,3,30,60,90,"months","12",12,12,30,360,360,"months","12",12,12,30,360,360,"IN THE SHELL OR OUT OF THE SHELL",NA
"1487",1487,"http://www.stilltasty.com/searchitems/index/283.href"," TEMPEH, COMMERCIALLY PACKAGED, SOLD FROZEN",NA,NA,"1 year",1,NA," TEMPEH, COMMERCIALLY PACKAGED, SOLD FROZEN"," TEMPEH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"year","1",1,1,365,365,365,NA,NA
"1488",1488,"http://www.stilltasty.com/searchitems/index/283.href"," TEMPEH, COMMERCIALLY PACKAGED, SOLD REFRIGERATED ",NA,"2 weeks","3 months",1,NA," TEMPEH, COMMERCIALLY PACKAGED, SOLD REFRIGERATED "," TEMPEH",NA,NA,NA,NA,NA,NA,NA,"weeks","2",2,2,7,14,14,"months","3",3,3,30,90,90,NA,NA
"1489",1489,"http://www.stilltasty.com/searchitems/index/283.href"," TOFU, COMMERCIALLY PACKAGED, SOLD REFRIGERATED ",NA,"5 days after ""sell by"" date on package","5 months",1,NA," TOFU, COMMERCIALLY PACKAGED, SOLD REFRIGERATED "," TOFU",NA,NA,NA,NA,NA,NA,NA,"days","5",5,5,1,5,5,"months","5",5,5,30,150,150,NA,NA
"1490",1490,"http://www.stilltasty.com/searchitems/index/283.href"," WALNUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK — IN THE SHELL","2-4 weeks","9-12 months","12 months",2,"IN THE SHELL"," WALNUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," WALNUTS","weeks","2-4",2,4,7,14,28,"months","9-12",9,12,30,270,360,"months","12",12,12,30,360,360,"IN THE SHELL",NA
"1491",1491,"http://www.stilltasty.com/searchitems/index/283.href"," WALNUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK — OUT OF THE SHELL","2-4 weeks","6 months","1 year",2,"OUT OF THE SHELL"," WALNUTS, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," WALNUTS","weeks","2-4",2,4,7,14,28,"months","6",6,6,30,180,180,"year","1",1,1,365,365,365,"OUT OF THE SHELL",NA
"1492",1492,"http://www.stilltasty.com/searchitems/index/283.href"," WHITE BEANS, COMMERCIALLY CANNED OR BOTTLED — OPENED",NA,"3-4 days","1-2 months",2,"OPENED"," WHITE BEANS, COMMERCIALLY CANNED OR BOTTLED"," WHITE BEANS",NA,NA,NA,NA,NA,NA,NA,"days","3-4",3,4,1,3,4,"months","1-2",1,2,30,30,60,"OPENED","OPENED"
"1493",1493,"http://www.stilltasty.com/searchitems/index/283.href"," WHITE BEANS, COMMERCIALLY CANNED OR BOTTLED — UNOPENED","2-5 years",NA,NA,2,"UNOPENED"," WHITE BEANS, COMMERCIALLY CANNED OR BOTTLED"," WHITE BEANS","years","2-5",2,5,365,730,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"1494",1494,"http://www.stilltasty.com/searchitems/index/283.href"," WHITE BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"5-7 days","6 months",2,"COOKED AT HOME"," WHITE BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," WHITE BEANS",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","6",6,6,30,180,180,"COOKED AT HOME","COOKED"
"1495",1495,"http://www.stilltasty.com/searchitems/index/283.href"," WHITE BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,2,"UNCOOKED"," WHITE BEANS, DRIED, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," WHITE BEANS","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
"1496",1496,"http://www.stilltasty.com/searchitems/index/291.href"," ANGEL HAIR PASTA — COOKED, LEFTOVERS",NA,"3-5 days","1-2 months",2,"COOKED, LEFTOVERS"," ANGEL HAIR PASTA"," ANGEL HAIR PASTA",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","1-2",1,2,30,30,60,"COOKED, LEFTOVERS","COOKED"
"1497",1497,"http://www.stilltasty.com/searchitems/index/291.href"," ANGEL HAIR PASTA, DRY, UNCOOKED, COMMERCIALLY PACKAGED — UNOPENED OR OPENED ","3 years",NA,NA,2,"UNOPENED OR OPENED "," ANGEL HAIR PASTA, DRY, UNCOOKED, COMMERCIALLY PACKAGED"," ANGEL HAIR PASTA","years","3",3,3,365,1095,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED OR OPENED ",NA
"1498",1498,"http://www.stilltasty.com/searchitems/index/291.href"," ANGEL HAIR PASTA, FRESH, UNCOOKED, SOLD REFRIGERATED — OPENED PACKAGE",NA,"3 days","2 months",2,"OPENED PACKAGE"," ANGEL HAIR PASTA, FRESH, UNCOOKED, SOLD REFRIGERATED"," ANGEL HAIR PASTA",NA,NA,NA,NA,NA,NA,NA,"days","3",3,3,1,3,3,"months","2",2,2,30,60,60,"OPENED PACKAGE","OPENED"
"1499",1499,"http://www.stilltasty.com/searchitems/index/291.href"," ANGEL HAIR PASTA, FRESH, UNCOOKED, SOLD REFRIGERATED — UNOPENED PACKAGE",NA,"7-10 days or date on package ","2 months",2,"UNOPENED PACKAGE"," ANGEL HAIR PASTA, FRESH, UNCOOKED, SOLD REFRIGERATED"," ANGEL HAIR PASTA",NA,NA,NA,NA,NA,NA,NA,"days","7-10",7,10,1,7,10,"months","2",2,2,30,60,60,"UNOPENED PACKAGE","UNOPENED"
"1500",1500,"http://www.stilltasty.com/searchitems/index/291.href"," BARLEY, COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,2,"UNCOOKED"," BARLEY, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," BARLEY","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
"1501",1501,"http://www.stilltasty.com/searchitems/index/291.href"," BARLEY, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"3-5 days","1 month",2,"COOKED AT HOME"," BARLEY, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," BARLEY",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"month","1",1,1,30,30,30,"COOKED AT HOME","COOKED"
"1502",1502,"http://www.stilltasty.com/searchitems/index/291.href"," BOW TIE PASTA (FARFALLE) — COOKED, LEFTOVERS",NA,"3-5 days","1-2 months",2,"COOKED, LEFTOVERS"," BOW TIE PASTA (FARFALLE)"," BOW TIE PASTA (FARFALLE)",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","1-2",1,2,30,30,60,"COOKED, LEFTOVERS","COOKED"
"1503",1503,"http://www.stilltasty.com/searchitems/index/291.href"," BOW TIE PASTA (FARFALLE), DRY, UNCOOKED, COMMERCIALLY PACKAGED — UNOPENED OR OPENED ","3 years",NA,NA,2,"UNOPENED OR OPENED "," BOW TIE PASTA (FARFALLE), DRY, UNCOOKED, COMMERCIALLY PACKAGED"," BOW TIE PASTA (FARFALLE)","years","3",3,3,365,1095,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED OR OPENED ",NA
"1504",1504,"http://www.stilltasty.com/searchitems/index/291.href"," BUCKWHEAT GROATS / KASHA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"3-5 days","1 month",3,"COOKED AT HOME"," BUCKWHEAT GROATSKASHA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK"," BUCKWHEAT GROATSKASHA",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"month","1",1,1,30,30,30,"COOKED AT HOME","COOKED"
"1505",1505,"http://www.stilltasty.com/searchitems/index/291.href"," BUCKWHEAT GROATS / KASHA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,3,"UNCOOKED"," BUCKWHEAT GROATSKASHA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK"," BUCKWHEAT GROATSKASHA","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
"1506",1506,"http://www.stilltasty.com/searchitems/index/291.href"," BULGUR (BULGHUR), COMMERCIALLY BAGGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,2,"UNCOOKED"," BULGUR (BULGHUR), COMMERCIALLY BAGGED OR PURCHASED IN BULK"," BULGUR (BULGHUR)","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
"1507",1507,"http://www.stilltasty.com/searchitems/index/291.href"," BULGUR (BULGHUR), DRY, COMMERCIALLY BAGGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"3-5 days","1 month",2,"COOKED AT HOME"," BULGUR (BULGHUR), DRY, COMMERCIALLY BAGGED OR PURCHASED IN BULK"," BULGUR (BULGHUR)",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"month","1",1,1,30,30,30,"COOKED AT HOME","COOKED"
"1508",1508,"http://www.stilltasty.com/searchitems/index/291.href"," CAPELLINI — COOKED, LEFTOVERS",NA,"3-5 days","1-2 months",2,"COOKED, LEFTOVERS"," CAPELLINI"," CAPELLINI",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","1-2",1,2,30,30,60,"COOKED, LEFTOVERS","COOKED"
"1509",1509,"http://www.stilltasty.com/searchitems/index/291.href"," CAPELLINI, DRY, UNCOOKED, COMMERCIALLY PACKAGED — UNOPENED OR OPENED ","3 years",NA,NA,2,"UNOPENED OR OPENED "," CAPELLINI, DRY, UNCOOKED, COMMERCIALLY PACKAGED"," CAPELLINI","years","3",3,3,365,1095,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED OR OPENED ",NA
"1510",1510,"http://www.stilltasty.com/searchitems/index/291.href"," CEREAL, READY-TO-EAT, COMMERCIALLY PACKAGED (ALL TYPES, INCLUDING FLAKED CORN AND BRAN, TOASTED OAT, RICE PUFFS, CORN PUFFS, GRANOLA, WHEAT SQUARES) — UNOPENED","1 year",NA,NA,2,"UNOPENED"," CEREAL, READY-TO-EAT, COMMERCIALLY PACKAGED (ALL TYPES, INCLUDING FLAKED CORN AND BRAN, TOASTED OAT, RICE PUFFS, CORN PUFFS, GRANOLA, WHEAT SQUARES)"," CEREAL","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED","UNOPENED"
"1511",1511,"http://www.stilltasty.com/searchitems/index/291.href"," CEREAL, READY-TO-EAT, COMMERCIALLY PACKAGED (ALL TYPES, INCLUDING FLAKED CORN AND BRAN, TOASTED OAT, RICE PUFFS, CORN PUFFS, GRANOLA, WHEAT SQUARES) — OPENED","2-3 months",NA,NA,2,"OPENED"," CEREAL, READY-TO-EAT, COMMERCIALLY PACKAGED (ALL TYPES, INCLUDING FLAKED CORN AND BRAN, TOASTED OAT, RICE PUFFS, CORN PUFFS, GRANOLA, WHEAT SQUARES)"," CEREAL","months","2-3",2,3,30,60,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OPENED","OPENED"
"1512",1512,"http://www.stilltasty.com/searchitems/index/291.href"," CHINESE FOOD: FRIED RICE — HOMEMADE OR TAKE-OUT",NA,"5-7 days","6 months",2,"HOMEMADE OR TAKE-OUT"," CHINESE FOOD: FRIED RICE"," CHINESE FOOD: FRIED RICE",NA,NA,NA,NA,NA,NA,NA,"days","5-7",5,7,1,5,7,"months","6",6,6,30,180,180,"HOMEMADE OR TAKE-OUT",NA
"1513",1513,"http://www.stilltasty.com/searchitems/index/291.href"," CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK — BLUE","1 month","2-3 months","4-6 months",2,"BLUE"," CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK"," CORNMEAL","month","1",1,1,30,30,30,"months","2-3",2,3,30,60,90,"months","4-6",4,6,30,120,180,"BLUE",NA
"1514",1514,"http://www.stilltasty.com/searchitems/index/291.href"," CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK — REGULAR, DEGERMINATED","12 months","18 months","24 months",2,"REGULAR, DEGERMINATED"," CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK"," CORNMEAL","months","12",12,12,30,360,360,"months","18",18,18,30,540,540,"months","24",24,24,30,720,720,"REGULAR, DEGERMINATED",NA
"1515",1515,"http://www.stilltasty.com/searchitems/index/291.href"," CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK — STONE GROUND","1 month","2-3 months","4-6 months",2,"STONE GROUND"," CORNMEAL, COMMERCIALLY PACKAGED OR PURCHASED IN BULK"," CORNMEAL","month","1",1,1,30,30,30,"months","2-3",2,3,30,60,90,"months","4-6",4,6,30,120,180,"STONE GROUND",NA
"1516",1516,"http://www.stilltasty.com/searchitems/index/291.href"," CORNSTARCH — UNOPENED OR OPENED PACKAGE"," Keeps indefinitely",NA,NA,2,"UNOPENED OR OPENED PACKAGE"," CORNSTARCH"," CORNSTARCH","Keeps","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED OR OPENED PACKAGE",NA
"1517",1517,"http://www.stilltasty.com/searchitems/index/291.href"," EGG NOODLES — COOKED, LEFTOVERS",NA,"3-5 days","1-2 months",2,"COOKED, LEFTOVERS"," EGG NOODLES"," EGG NOODLES",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"months","1-2",1,2,30,30,60,"COOKED, LEFTOVERS","COOKED"
"1518",1518,"http://www.stilltasty.com/searchitems/index/291.href"," EGG NOODLES, DRY, UNCOOKED, COMMERCIALLY PACKAGED — UNOPENED OR OPENED","2 years",NA,NA,2,"UNOPENED OR OPENED"," EGG NOODLES, DRY, UNCOOKED, COMMERCIALLY PACKAGED"," EGG NOODLES","years","2",2,2,365,730,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNOPENED OR OPENED",NA
"1519",1519,"http://www.stilltasty.com/searchitems/index/291.href"," FARINA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK — COOKED AT HOME",NA,"3-5 days","1 month",2,"COOKED AT HOME"," FARINA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK"," FARINA",NA,NA,NA,NA,NA,NA,NA,"days","3-5",3,5,1,3,5,"month","1",1,1,30,30,30,"COOKED AT HOME","COOKED"
"1520",1520,"http://www.stilltasty.com/searchitems/index/291.href"," FARINA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK — UNCOOKED","1 year",NA,NA,2,"UNCOOKED"," FARINA,  COMMERCIALLY PACKAGED OR PURCHASED IN BULK"," FARINA","year","1",1,1,365,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNCOOKED","FRESH, RAW"
